"PTS","MP","AST","TRB","STL","BLK","TOV","FG.","FT.","eFG.","Pos"
3.50145840744366,16.9,0.7,2,1.2,0.5,0.3,0.435,0.679,0.542,"G"
2.49568002024167,12.1,0.5,1.3,0.9,0.3,0.2,0.431,0.75,0.522,"G"
9.40173246040795,27.7,1.4,3.5,1.7,0.8,0.7,0.438,0.625,0.558,"G"
5.79271008948876,19.3,1.6,5,1,0.5,0.7,0.614,0.551,0.621,"F"
2.90978799578521,10.2,0.7,2,0.2,0,0.3,0.158,1,0.184,"F"
5.53490405184095,15.7,1,2.8,0.3,0.2,0.6,0.446,0.809,0.548,"F"
5.00434778756819,13.5,1.3,2.4,0.3,0.2,0.7,0.448,0.792,0.476,"F"
4.56798003681357,12.2,0.8,2,0.3,0.2,0.6,0.5,0.733,0.53,"F"
5.75013572337272,15.2,1.8,2.9,0.3,0.1,0.8,0.403,0.889,0.429,"F"
22.0503484113656,33,4.8,8.1,0.7,0.6,3,0.495,0.874,0.565,"F"
13.7406451271692,32.1,1.6,2.6,1.6,0.2,0.8,0.433,0.839,0.522,"G"
10.1502694771564,25.6,0.8,3.9,0.5,0.2,0.6,0.427,0.826,0.549,"F"
16.0223560894604,29.4,1.4,7.5,0.6,2.3,1.7,0.548,0.783,0.612,"C"
0.249466504586825,2,0,0,1,1,0,0,1,0,"G"
14.3963536356265,24.9,1.8,10.2,0.3,0.7,2,0.547,0.826,0.57,"C"
9.65368988628747,24.1,2.4,7.5,1.1,0.3,1.2,0.548,0.691,0.58,"F"
9.98683698309386,24.1,2.7,7.9,1,0.3,1.3,0.556,0.657,0.587,"F"
9.55843861176974,24,1.6,6.7,1.2,0.2,1.1,0.529,0.784,0.564,"F"
19.2936320898547,36.7,7.2,4.1,1.8,0.6,2,0.393,0.898,0.486,"G"
15.0926828112472,31,3.6,3.9,1.1,0.4,1.5,0.439,0.78,0.525,"G"
11.8525256852542,25.9,2.5,2.1,0.9,0.1,1.4,0.402,0.872,0.505,"G"
4.16347202018073,7.4,0.3,2.1,0.1,0.3,0.5,0.458,1,0.479,"C"
18.6290222137997,33.5,3.2,11,0.7,0.7,1.7,0.52,0.835,0.573,"C"
5.80628457280613,20.3,0.8,3.4,0.6,0.5,0.4,0.412,0.652,0.54,"F"
18.477721804151,32.6,3.5,4.1,1,0.2,2.1,0.485,0.842,0.543,"F"
8.08423752733663,19.5,1.5,4.5,0.6,0.2,1.2,0.5,0.841,0.564,"C"
4.05590400837565,15.3,0.9,2.3,0.6,0.4,0.4,0.37,0.839,0.496,"F"
4.05639926838958,11.1,0.6,2.3,0.2,0.2,0.5,0.419,0.756,0.46,"F"
5.02763742428553,16,2.1,1.8,0.2,0.2,0.4,0.421,0.81,0.482,"G"
9.7039685420782,23.2,1.1,1.9,0.5,0.3,0.8,0.448,0.858,0.534,"G"
11.4662521544997,22.2,5.2,2.7,0.8,0.4,2.4,0.408,0.681,0.457,"G"
5.2440510184986,16.4,1,2.9,0.5,0.3,0.5,0.489,0.8,0.53,"F"
6.73513477357613,18.8,1.1,2.8,0.6,0.3,0.7,0.51,0.818,0.55,"F"
2.32946766120966,12.3,0.7,3.1,0.4,0.3,0.2,0.429,0.5,0.471,"F"
5.68269769407934,12.7,2,1.2,0.2,0.1,1.1,0.367,0.667,0.445,"G"
16.817029961717,32.6,2.4,4.9,0.9,1.1,1.5,0.444,0.73,0.52,"F"
3.47001685228907,14,1.5,1.5,0.5,0.1,0.5,0.363,0.556,0.422,"G"
4.81410984777888,16,0.8,2.4,0.4,0.3,0.4,0.491,0.723,0.621,"F"
3.73957769458754,13,0.7,1.8,0.3,0.3,0.2,0.393,0.8,0.556,"G"
7.87457492479421,19.1,2.1,3.8,0.5,0.2,1.1,0.56,0.72,0.599,"F"
3.29083434424165,8.1,0.5,1.6,0.1,0.5,0.3,0.492,0.55,0.542,"G"
8.17193460236432,18.1,2.7,2.2,0.7,0.1,1.8,0.321,0.591,0.367,"G"
18.3329232296741,29.1,7.5,5.8,1,0.5,3.5,0.436,0.656,0.481,"G"
17.9752134565206,28.7,7.5,6.2,1,0.4,3.5,0.417,0.655,0.46,"G"
18.7986037741685,30.2,7.6,4.9,1.1,0.5,3.4,0.489,0.658,0.538,"G"
9.47111258692366,23.4,2.8,2.9,0.7,0.1,1,0.443,0.871,0.551,"G"
13.0257402593077,28.3,3.9,3.6,0.7,0.9,1.2,0.462,0.875,0.56,"G"
2.02469631576122,3.9,0.2,1,0.2,0.1,0.1,0.421,0.667,0.5,"F"
0,5.6,0.3,0.4,0,0,0.1,0.214,0,0.321,"F"
7.39148622253227,18.5,1.1,3,0.6,0.2,0.8,0.512,0.831,0.579,"G"
15.1012683609149,32.2,2.3,5,1.2,0.8,1.3,0.473,0.611,0.557,"F"
8.93433283563227,12.4,2,1,0,0.3,1.7,0.486,0.889,0.568,"G"
5.50786560936119,5,0,1,0,0,2,0,0,0,"G"
0.737482410461367,2,0,1,0,0,0,0.4,0,0.4,"G"
11.2468843655288,25.9,1.7,4.6,0.5,0.4,1,0.454,0.77,0.575,"F"
14.8526182278526,30.3,3.3,4.5,1.4,0.5,1.6,0.521,0.812,0.567,"G"
6.317410403061,18.7,1.6,4.9,0.6,0.2,0.8,0.436,0.704,0.534,"F"
10.6366426811831,25.4,2,3,0.6,0.4,0.8,0.615,0.667,0.654,"G"
6.74827903112833,22.8,2,4.9,0.8,0.3,0.6,0.517,0.436,0.59,"F"
7.5549366403989,19.3,0.4,7.1,0.7,1,0.9,0.637,0.691,0.637,"C"
13.2959618098199,28.3,1.2,4,0.9,0.9,1.2,0.464,0.857,0.549,"F"
10.0769788087265,23.5,1.4,8.3,0.6,1.4,1,0.747,0.61,0.747,"C"
3.22678337650345,7,0.3,1,0.4,0.1,0.3,0.3,1,0.35,"G"
6.30393484227588,15.2,0.9,2.1,0.4,0.2,1,0.429,0.773,0.492,"F"
22.596917249855,33,4.6,7,1.1,0.6,3.4,0.608,0.714,0.615,"F"
1.45840529807023,3.3,0.3,0,0.3,0,0.3,0.667,0,0.833,"F"
11.5560764870329,26.8,3.4,5,1,0.4,1.5,0.409,0.714,0.444,"F"
8.63074404581728,19.3,0.7,5.9,0.2,0.6,1.1,0.558,0.701,0.563,"C"
5.27352279899352,12.5,0.7,3.5,0.1,0.3,0.7,0.628,0.684,0.633,"C"
13.1428785863795,25.2,0.7,8.1,0.2,0.8,1.5,0.531,0.712,0.537,"C"
13.834112805409,25.9,1.8,7.3,0.4,1.1,1.8,0.515,0.772,0.583,"C"
7.46956464978603,24.4,3.9,3.6,1.8,0.3,0.9,0.474,0.867,0.545,"G"
4.57054666532835,12.4,2.1,1.7,0.3,0.2,0.7,0.469,0.684,0.515,"G"
4.44368230921685,18.7,1.7,2,0.7,0,0,0.381,1,0.524,"G"
4.47210355343528,14.7,1.4,3.1,1,0.1,0.8,0.545,0.692,0.561,"F"
24.2340865430553,34.8,10.2,3,1.1,0.1,4.1,0.429,0.886,0.485,"G"
3.95277093948926,9.2,0.2,2.6,0.2,0.2,0.4,0.593,0.833,0.648,"C"
6.30997343901959,14.5,0.7,4.3,0.2,0.3,0.9,0.627,0.686,0.627,"C"
15.4428386004766,28.6,1,9.9,0.4,1.3,1.5,0.634,0.697,0.634,"C"
